Province|Municipality|Address|Landline|Fax|Email|||||
Albay|Tabaco City||Tel:  (052) 487-5200;|||||||
Albay|Municipality of Tiwi||Tel.: (052) 435-4866||davidbeato74@yahoo.com|||||
|Provincial Government of Camarines Norte|Provincial Capitol, 4600 Daet, Camarines Norte|Tel.: (054) 440-3054;|(054) 721-2386||||||
Camarines Norte|Municipality of Basud||Tel.: (054) 359-0753||ramirbarrameda@yahoo.com|||||
Camarines Norte|Municipality of Capalonga||Tel.: 0917-5555201|||||||
Camarines Norte|Daet City (Capital)||Tel.: (054) 571-3185; (054) 721-2128||titosarion@yahoo.com|||||
Camarines Norte|Municipality of Jose Panganiban||Tel.: (054) 731-0309;(054) 731-1702|||||||
Camarines Norte|Municipality of Labo||Tel.: (054) 585-2044; (054) 447-6118; (054) 585-2019|||||||
Camarines Norte|Municipality of Mercedes||Tel.: (054) 441-5801|||||||
Camarines Norte|Municipality of Paracale||Tel.: (054) 571-8246|||||||
Camarines Norte|Municipality of San Lorenzo Ruiz||Tel.: (054) 731-0071|||||||
Camarines Norte|Municipality of San Vicente||Tel.: 0939-9159095;  (054) 254-0308||ongfrancisg@yahoo.com|||||
Camarines Norte|Municipality of Sante Elena||Tel: (054) 201-3188; (054) 201-3086|||||||
Camarines Norte|Municipality of Talisay||Tel.: (054) 605-7950|||||||
Camarines Norte|Municipality of Vinzons||Tel.: 0908-9249839||agnesang_33@yahoo.com|||||
|Provincial Government of Camarines Sur|Provincial Capitol, 4418 Cadlan, Pili, Camarines Sur|Tel.: (054) 477-3159; (054) 475-335|Fax: (054) 475-7806||||||
Camarines Sur|Municipality of Baao||Tel.: (054) 266-3083;  (054) 299-5444|||||||
Camarines Sur|Municipality of Balatan||Tel.: 0929-8653205|||||||
Camarines Sur|Municipality of Bato||Tel.: (054) 277-4709|||||||
Camarines Sur|Municipality of Bombon||Tel.: (054) 257-7751;  (054) 471-7225|||||||
Camarines Sur|Municipality of Buhi||Tel.: (054) 621-1444; (054)  621-1148|||||||
Camarines Sur|Municipality of Bula||Tel.:  (054) 455-2123; (054) 455- 2320;(054) 455-2121|||||||
Camarines Sur|Municipality of Cabusao||Tel.: (054) 511-9344|||||||
Camarines Sur|Municipality of Calabanga||Tel.: 0921-6682020||edfvro@yahoo.com|||||
Camarines Sur|Municipality of Camaligan||Tel.: 0917-3149163||malouhirose@gmail.com|||||
Camarines Sur|Municipality of Canaman||Tel.: (054) 474-8713;(054) 341-0191|||||||
Camarines Sur|Municipality of Caramoan||Tel.: 0918-9457347||lgucaramoan@gmail.com|||||
Camarines Sur|Municipality of Del Gallego||Tel.: (054) 304-8536|||||||
Camarines Sur|Municipality of Gainza||Tel.: (054) 475-4215|||||||
Camarines Sur|Municipality of Garchitorena||Tel.: 0921-5769177|||||||
Camarines Sur|Municipality of Goa||Tel.: (054) 453-0298; (054) 453-0446|||||||
Camarines Sur|Iriga City||Tel: (054) 299-1933; (054) 299-1982|||||||
Camarines Sur|Municipality of Lagonoy||Tel.: (054) 453-7443;|||||||
Camarines Sur|Municipality of Libmanan||Tel.: (054) 511-8098; (054) 511-9045;  (054) 511-9221|||||||
Camarines Sur|Municipality of Lupi||Tel.: 0915-4435431||myorbob@yahoo.com|||||
Camarines Sur|Municipality of Magarao||Tel.: (054) 471-2136; (054) 474-0120|||||||
Camarines Sur|Municipality of Milaor||Tel.: (054) 473-9302|||||||
Camarines Sur|Municipality of Minalabac||Tel.: (054) 470-4068|||||||
Camarines Sur|Municipality of Nabua||Tel.: (054) 288-3626|||||||
Camarines Sur|Naga City||Tel.: (054) 473-4296; (054) 621-4058|||||||
Camarines Sur|Municipality of Ocampo||Tel.: (054) 477-3845; (054) 452-2004|||||||
Camarines Sur|Municipality of Pamploma||Tel.: (054) 255-3024; (054) 475-4448|||||||
Camarines Sur|Municipality of Pasacao||Tel.: 0910-3674133|| nino_tayco@yahoo.com|||||
Camarines Sur|Pili City (Capital)||Tel.: (054) 477-7707|||||||
Camarines Sur|Municipality of Presentacion||Tel.: 0918-9140510|||||||
Camarines Sur|Municipality of Ragay||Tel.: (054) 741-1045|||||||
Camarines Sur|Municipality of Sagñay||Tel.: (054) 452-3530|| lgusagnay@yahoo.com|||||
Camarines Sur|Municipality of San Fernando||Tel.: (054) 471-4007|||||||
Camarines Sur|Municipality of San Jose||Tel.: (054) 454-2003|||||||
Camarines Sur|Municipality of Sipocot||Tel.: (054) 265-6617|||||||
Camarines Sur|Municipality of Siruma||Tel.: 0999-6725738||kaye_6dmd@yahoo.com.ph|||||
Camarines Sur|Municipality of Tigaon||Tel.: (054) 452-3127; (054) 452-3792;  (054) 452-3102|||||||
Camarines Sur|Municipality of Tinambac||Tel.: (054) 255-8031|||||||
|Provincial Government of Catanduanes|Provincial Capitol, 4800 Virac, Catanduanes|Tel.: (052) 811-2235; (02) 939-8812|(052) 811-1335|catanduanes.gov1573@gmail.com|||||
Catanduanes|Municipality of Bagamanoc||Tel.: 0918-9189327|| rbv@tri-extower.com; visayamario@yahoo.com|||||
Catanduanes|Municipality of Baras||Tel.: 0919-9995559|||||||
Catanduanes|Municipality of Bato||Tel.: 0910-3463168|||||||
Catanduanes|Municipality of Caramoran||Tel.: 0921-6755183|||||||
Catanduanes|Municipality of Gigmoto||Tel.: 0908-3279272||edgartayam@yahoo.com|||||
Catanduanes|Municipality of Pandan||Tel.: 0917-8421606|| jsphwong@yahoo.com|||||
Catanduanes|Municipality of Panganiban||Tel.: 0917-5399953|||||||
Catanduanes|Municipality of San Andres||Tel.: 0912-8442984||acc@yahoo.com|||||
Catanduanes|Municipality of San Miguel||Tel.: 0917-5130789|||||||
Catanduanes|Municipality of Viga||Tel.: 0939-9246958|||||||
Catanduanes|Municipality of Virac (Capital)||Tel.: (052) 811-1025|||||||
|Provincial Government of Masbate|Provincial Capitol, 5400 Masbate, Masbate|Tel.: (056) 582-0874; (056) 582-0266|(056)333-6937    582-0320||||||
Masbate|Municipality of Aroroy||Tel.: 0928-6158600|||||||
Masbate|Municipality of Baleno||Tel.: 0918-6875167|||||||
Masbate|Municipality of Balud||Tel.: 0999-9997071||rubenjudelim@yahoo.com|||||
Masbate|Municipality of Batuan||Tel.: 0907-1200867|||||||
Masbate|Municipality of Cataingan||Tel.: 0917-8291986|||||||
Masbate|Municipality of Cawayan||Tel.: (056) 254-1525|||||||
Masbate|Municipality of Claveria||Tel.: 0919-588094|||||||
Masbate|Municipality of Dimasalang||Tel.: (056) 332-2206; |||||||
Masbate|Municipality of Esperanza||Tel.: 0947-2269124|||||||
Masbate|Municipality of Mandaon||Tel.: 0917-8811987|||||||
Masbate|Masbate City (Capital)||Tel.: (056) 333-5844||rmvic_68@yahoo.com|||||
Masbate|Municipality of Milagros||Tel.: 0928-5082790|||||||
Masbate|Municipality of Mobo||Tel.: 0919-6462473|| lgu.mobo@yahoo.com|||||
Masbate|Municipality of Moreal||Tel.: 0917-5114553||melcris_acii@yahoo.com|||||
Masbate|Municipality of Palanas||Tel.: 0918-2326781|||||||
Masbate|Municipality of Pio V Corpuz||Tel.: 0906-6519223|||||||
Masbate|Municipality of Placer||Tel.: 0918-8887766|||||||
Masbate|Municipality of San Fernando||Tel.: 0920-979704205||Bongbravo1964@yahoo.com|||||
Masbate|Municipality of San Jacinto||Tel.: 0908-4700832|||||||
Masbate|Municipality of San Pascual||Tel.: 0920-9507624|||||||
Masbate|Municipality of Uson||Tel.: 0917-3499447|||||||
|Provincial Government of Sorsogon|Provincial Capitol, 4700 Sorsogon, Sorsogon|Tel: (056) 211-1600; (056) 211-1231; |(056)  211-2121   (056)  211-1809  ||||||
Sorsogon|Municipality of Barcelona||Tel.: 0918-9907754; 0929-6422005|||||||
Sorsogon|Municipality of Bulan||Tel.: (056) 411-7963||lgubulan@yahoo.com|||||
Sorsogon|Municipality of Bulusan||Tel.: (056) 646-5241|||||||
Sorsogon|Municipality of Casiguran||Tel.: 0908-8731298||esterhamor@gmail.com|||||
Sorsogon|Municipality of Castilla||Tel.: (056) 421-9218|||||||
Sorsogon|Municipality of Donsol||Tel.: (056) 305-4351|||||||
Sorsogon|Municipality of Gubat||Tel.: 0949-9417488||rq5149@yahoo.com|||||
Sorsogon|Municipality of Irosin||Tel.: 0939-9144573|||||||
Sorsogon|Municipality of Juban||Tel.: 0917-5143700|||||||
Sorsogon|Municipality of Magallanes||Tel.: 0917-8620117||tito_ragragio@yahoo.com|||||
Sorsogon|Municipality of Matnog||Tel.: 0917-8743345|||||||
Sorsogon|Municipality of Pilar||(056) 421-5620; (056) 435-0287|||||||
Sorsogon|Municipality of Prieto Diaz||Tel.: 0919-6185258||Judyg_doma@yahoo.com|||||
Sorsogon|Sorsogon City (Capital)||Telefax: (056) 211-1353 |||||||
Sorsogon|Municipality of Sta. Magdalena||Tel.: 0918-9511782|||||||
|Provincial Government of Abra|Provincial Capitol, 2800 Bangued, Abra|Tel.: (074) 752-8118; (074) 752-8620; (074) 752-8684|Telefax: (074) 752-8148 ||||||
Abra|Bangued City (Capital)||Tel.: (074) 752-7322; (074) 752-7595|||||||
Abra|Municipality of Boliney||Tel.: (074) 752-9231; (074) 752-8102|||||||
Abra|Municipality of Bucay||Tel.: 0915-9340038;|||||||
Abra|Municipality of Bucloc||Tel.: (074) 752-9210|||||||
Abra|Municipality of Daguioman||Tel.: (074) 752-9209; (074) 752-7351|||||||
Abra|Municipality of Danglas||Tel.: (074) 752-9269; (074) 752-8320|||||||
Abra|Municipality of Dolores||Tel.: (074) 752-9278; (074) 752-8081|||||||
Abra|Municipality of La Paz||Tel.: (074) 752-9271|||||||
Abra|Municipality of Lacub||Tel.: (074) 752-7305|||||||
Abra|Municipality of Lagangilang||(074) 752-9297|||||||
Abra|Municipality of Lagayan||Tel.: (074) 752-9273|||||||
Abra|Municipality of Langiden||Tel.: (074) 752-9246; (074) 752-8459; |||||||
Abra|Municipality of Licuan-Baay (Licuan)||Tel.: (074) 752-7638; (074) 752-5472|||||||
Abra|Municipality of Luba||Tel.: (074) 752-9236|||||||
Abra|Municipality of Malibcong||Tel.: 0915-2593582|||||||
Abra|Municipality of Manabo||Tel.: (074) 752-9232|||||||
Abra|Municipality of Peñarrubia||Tel.: (074) 752-9201|||||||
Abra|Municipality of Pidigan||Tel.: (074) 752-9244|||||||
Abra|Municipality of Pilar||Tel.: (074) 752-9229|||||||
Abra|Municipality of Sal-lapadan||Tel.: (074) 752-9205|||||||
Abra|Municipality of San Isidro||Tel.: (074) 752-8580|||||||
Abra|Municipality of San Juan||Tel.: (074) 752-8053; (074)  752-9267|||||||
Abra|Municipality of San Quintin||Tel.: (074) 752-8168|||||||
Abra|Municipality of Tayum||Tel.: (074) 752-8168|||||||
Abra|Municipality of Tineg|||||||||
Abra|Municipality of Tubo||Tel.: (074) 752-9234|||||||
Abra|Municipality of Villaciviosa||Tel.: (074) 752-9206|||||||
|Provincial Government of Apayao|Provincial Capitol, 3809 Kabugao, Apayao|Tel.: 0917-5509451|(02)  932-6495;  427-8224|govbutzy_apayao@yahoo.com|||||
Apayao|Municipality of Calanasan||Tel.: (078) 427-9404; (078) 427-8224|||||||
Apayao|Municipality of Conner||Tel.: 0947-7287879||connerlgu@yahoo.com|||||
Apayao|Municipality of Flora||Tel.: 0917-5762869||lgukabugao@yahoo.com|||||
Apayao|Municipality of Kabugao||Tel.: (078) 824-8575||www.lunaapayao.com|||||
Apayao|Municipality of Luna||Tel.: 0908-8844889|| mpdo-pudtol@yahoo.com|||||
Apayao|Municipality of Pudtol||Tel.: (078) 824-8576|||||||
Apayao|Municipality of Santa Marcela||(078) 872-2218   (0916) 950-4008   (0905) 872-4283|||||||
|Provincial Government of Benguet|Provincial Capitol, 2601 La Trinidad, Benguet|Tel.: (074) 422-3216; (074) 422-2046|Telefax: (074) 422-2004||||||
Benguet|Municipality of Atok||Tel.: 0930-3518381|||||||
Benguet|Baguio City||Tel.: 0929-7250058|||||||
Benguet|Municipality of Bakun||Tel.: (074) 446-0688; (074) 442-5495|||||||
Benguet|Municipality of Bokod||Tel.: 0947-4298841|||||||
Benguet|Municipality of Baguis||Tel.: (074) 423-5740|||||||
Benguet|Municipality of Itogon||Tel.: 0908-8882010|||||||
Benguet|Municipality of Kabayan||Tel.: (074) 442-4688|||||||
Benguet|Municipality of Kapangan||Tel.: 0920-9230810|||||||
Benguet|Municipality of Kibungan||Tel.: (074) 309-1495|||||||
Benguet|La Trinidad City (Capital)||Tel.: (074) 422-2601;  (074) 422-2736|||||||
Benguet|Municipality of Mankayan||Tel.: (074) 452-8030; (074) 452-8136|||||||
Benguet|Municipality of Sablan||Tel.: 0917-5295313||lgu_sablan@yahoo.com.ph|||||
Benguet|Municipality of Tuba||Tel.: (074) 447-0064 ; (074) 442-6648|Telefax: (074)444-8255 ||||||
Benguet|Municipality of Tublay||Tel.: (074) 424-1172; Tel.: (074) 424-1174|||||||
|Provincial Government of Ifugao|Provincial Capitol, 3600 Lagawe, Ifugao|Tel: (074) 422-2046|Telefax: (074) 382-2108|plgu_ifugao@yahoo.com|||||
Ifugao|Municipality of Aguinaldo||Tel.: 0917-9896741||aguinaldo_ifugao@yahoo.com|||||
Ifugao|Municipality of Alfonso Lista (Potia)||Tel.: (074) 627-2034|||||||
Ifugao|Municipality of Asipulo||Tel.: 0921-3873283; 0935-2156425|||||||
Ifugao|Municipality of Banaue||Tel.: (074) 386-4052;|||||||
Ifugao|Municipality of Hingyon||Tel.: 0939-3019829|||||||
Ifugao|Municipality of Hungduan||Tel.: 0917-5544008|||||||
Ifugao|Municipality of Kiangan||Tel.: 0905-1443248||kianganlgu@yahoo.com|||||
Ifugao|Lagawe City (Capital)||Tel.: (074) 382-2025|||||||
Ifugao|Municipality of Lamut||Telefax: (074) 382-2620|||||||
Ifugao|Municipality of Mayoyao||Tel.: (074) 832-2034|||||||
Ifugao|Municipality of Tinoc||Tel.: 0915-9035806||lgu_tinoc@yahoo.com|||||
|Provincial Government of Kalinga|Provincial Capitol, 3800 Tabuk, Kalinga|Tel.: 0917-8878758|||||||
Kalinga|Municipality of Balbalan||Tel.: 0927-7333111||lgubalbalan@yahoo.com|||||
Kalinga|Municipality of Lubuagan||Tel.: (074) 872-2017;|||||||
Kalinga|Municipality of Pasil||Tel.: 0921-4326365|||||||
Kalinga|Municipality of Pinukpuk|||||||||
Kalinga|Municipality of Rizal||Tel.: 0917-595667|||||||
Kalinga|Tabuk City (Capital)||Tel.: 0917-5096790||fbt.tabuk@yahoo.com|||||
Kalinga|Municipality of Tanudan||Tel.: (078) 872-2211|||||||
Kalinga|Municipality of Tinglayan|||||||||
|Provincial Government of Mountain Province|Provincial                         Capitol, 2616 Bontoc, Mt. Province|Telefax: (074) 462-4310|||||||
Mountain Province|Municipality of Barlig||Tel.: (078) 445-8892|||||||
Mountain Province|Municipality of Bauko||Tel.: (074) 592-3471;|||||||
Mountain Province|Municipality of Besao||Tel.: (074) 602-1031|||||||
Mountain Province|Municipality of Bontoc||Tel.: (074) 602-1125|||||||
Mountain Province|Municipality of Natonin||Tel.: (074) 462-4148|||||||
Mountain Province|Municipality of Paracelis||Tel.: (074) 462-4147|||||||
Mountain Province|Municipality of Sabangan||Tel.: 0918-6964422|||||||
Mountain Province|Municipality of Sadanga||Tel.: (074) 462-4145|||||||
Mountain Province|Municipality of Sagada||Tel.: (074) 602-1138|||||||
Mountain Province|Municipality of Tadian||Tel.: (074) 462-4143|||||||
NCR|Caloocan City|55 GEN. LUNA ST. CALOOCAN 1400 Caloocan, Philippines|Mayor's Office 324-49-60 Trunk Line 288-88-11 loc. 223|(632) 288-57-16|sectothemayor.caloocancity@yahoo.com|||||
NCR|Las Piñas City|Alabang-Zapote Rd., Las Pinas City NCR Philippines|Mayor's Office 871-43-43 Media Office 874- 14-40|(632) 873-85-40 ; (632) 871-4345|laspinascitygov@yahoo.com|||||
NCR|Makati City|City Government of Makati J.P. Rizal St., Brgy. Poblacion Makati City 1200|Tel: 870-1000 loc 1101;1102|899-8933|makati@makati.gov.ph|||||
NCR|Malabon City|F. Sevilla Blvd., San Agustin, Malabon City |Tel: 281-49-99 loc 6001 6002|(632) 281-99-79||||||
NCR|Mandaluyong City|City Government Complex, Maysilo Circle, Plainview, Mandaluyong, Metro Manila|Tel: 532-5001 / 532 2332|535-46-34|citymayor@mandaluyong.gov.ph|||||
NCR|Manila City|Antonio Villegas St, Ermita, Manila, Metro Manila|Tel: 527-0984|(632) 527-49-91|palacioko@gmail.com|||||
NCR|Marikina City|Marikina City Hall, Shoe Avenue, Sta. Elena, Marikina City 1800|Tel: (632) 646-16-34; 682-9279;            Trunkline: 646-23-60|646-5277|mayorsofficemarikina@yahoo.com|||||
NCR|Muntinlupa City|City Hall Annex Bldg. National Rd. Putatan, Muntinlupa City|862-2711 / 862-6436|862-6436|jaime.fresnedi@muntinlupacity.gov.ph|||||
NCR|Navotas City|1st fl. Public Informations Office. Navotas City Hall. M. Naval st. Bgy Sipak Almasen Navotas City|281-8602|281-8861|navotascity_mo@yahoo.com.ph|||||
NCR|Parañaque City|Paranaque City Hall, San Antonio Ave, Parañaque, Metro Manila|Tel: 820-7783|8207783|pio@paranaque.gov.ph|||||
NCR|Pasay City|F.B. Harrison St., Pasay City|833-2161|831-3744|fax only|||||
NCR|Pasig City| 6th Floor, Pasig City Hall, Caruncho Avenue, Barangay San Nicolas, Pasig City, 1600, Metro Manila|Tel: 642-88-92; 641-19-37|(632) 641-19-27|mayormaribel@yahoo.com.ph|||||
NCR|Municipality Of Pateros |Pateros Municipal Hall, Agujo, Pateros, Metro Manila|Tel: 642-3390; 641-1090|641-7195|mayorjoey@pateros.gov.ph|||||
NCR|Quezon City|Quezon City Hall, Diliman, Quezon City|Tel: 988-42-42 loc 8427 ;8306|(632) 921-67-50; (632) 924-35-92|mayorbistek@quezoncity.gov.ph / aldrincuna@quezoncity.gov.ph|||||
NCR|San Juan City|City of San Juan Government Center, Pinaglabanan Corner Naraso, San Juan, 1500 Metro Manila|Tel: 477-00-64|477-34-57||||||
NCR|Taguig City|General Luna, Taguig, 1637, Metro Manila|Tel: 555-7800|Fax: 642-3588|lgutaguig@gmail.com|||||
NCR|Valenzuela City|MacArthur Hwy, Valenzuela, Metro Manila|Tel: 292-0525 / 352-1000 loc 121/1330/ 1144/1145/1142/1147|(632) 292-93-49|mayorrex@valenzuela.gov.ph|||||
